Date,Time,Job ID,Cycle Time (s),Job Count,Machine Utilization (%),Spindle Speed (RPM),Feed Rate (mm/min),Tool Number,Tool Wear (%),Part Status,Defect Type,Vibration Level (mm/s),Spindle Temperature (°C),Power Consumption (kWh),Operator ID,Machine Status
2025-05-12,19:15:40,J1285,146,1259,94.62,4667,750,5,70.0,OK,None,4.73,49,1.48,OP1,Running
2025-05-12,19:16:23,J1285,141,1260,65.7,3509,854,9,72.5,OK,None,1.02,42,1.2,OP1,Running
2025-05-12,19:16:45,J1286,145,1261,65.65,5245,879,9,75.0,OK,None,4.09,41,2.43,OP3,Running
2025-05-12,19:17:42,J1286,76,1262,71.0,5690,1143,6,77.5,NG,Undercut,4.46,60,2.23,OP3,Running
2025-05-12,19:17:56,J1286,140,1263,88.65,5818,1095,9,80.0,OK,None,2.36,64,1.66,OP2,Running
2025-05-12,19:18:55,J1286,46,1264,88.68,6326,480,7,82.5,OK,None,3.09,48,0.27,OP1,Running
2025-05-12,19:19:23,J1286,100,1265,73.51,6288,665,5,85.0,OK,None,4.63,59,1.65,OP2,Running
2025-05-12,19:19:56,J1287,145,1266,92.8,5685,697,7,87.5,OK,None,1.25,52,2.06,OP1,Running
2025-05-12,19:20:31,J1287,100,1267,78.94,6569,1108,3,90.0,OK,None,2.65,64,1.19,OP2,Running
2025-05-12,19:21:24,J1287,104,1268,87.52,5328,425,10,92.5,OK,None,0.61,63,1.39,OP1,Running
2025-05-12,19:21:57,J1287,79,1269,68.09,3162,1122,2,95.0,OK,None,4.89,60,1.24,OP1,Running
2025-05-12,19:22:34,J1287,85,1270,87.76,5098,478,4,97.5,OK,None,3.4,58,1.72,OP1,Running
2025-05-12,19:23:10,J1288,80,1271,86.04,4806,983,5,0.0,OK,None,4.37,49,2.01,OP1,Running
2025-05-12,19:24:02,J1288,94,1272,90.14,4752,449,3,2.5,OK,None,1.18,43,2.01,OP3,Running
2025-05-12,19:24:44,J1288,124,1273,82.26,4682,1001,4,5.0,OK,None,3.47,45,2.34,OP3,Running
2025-05-12,19:25:02,J1288,146,1274,74.96,5214,919,9,7.5,OK,None,4.06,63,0.51,OP3,Running
2025-05-12,19:25:30,J1288,89,1275,94.59,5609,1198,4,10.0,NG,Misalignment,3.08,54,1.72,OP2,Running
2025-05-12,19:26:27,J1289,103,1276,82.95,3440,619,10,12.5,OK,None,4.54,35,1.76,OP3,Running
2025-05-12,19:26:56,J1289,119,1277,72.95,3232,1040,10,15.0,OK,None,0.57,61,1.86,OP2,Running
2025-05-12,19:27:29,J1289,115,1278,69.66,4373,1037,10,17.5,OK,None,2.58,37,1.64,OP1,Running
2025-05-12,19:28:06,J1289,158,1279,80.63,5315,875,2,20.0,OK,None,4.03,46,1.15,OP3,Running
2025-05-12,19:29:07,J1289,126,1280,94.69,5818,591,8,22.5,OK,None,3.33,62,1.99,OP1,Running
2025-05-12,19:29:34,J1290,125,1281,71.76,4378,560,9,25.0,OK,None,1.39,38,1.93,OP2,Running
2025-05-12,19:29:56,J1290,143,1282,84.38,5385,1096,1,27.5,OK,None,1.09,36,0.37,OP1,Running
2025-05-12,19:30:38,J1290,151,1282,65.16,7176,951,9,30.0,None,None,0.82,46,0.26,OP1,Idle
2025-05-12,19:31:21,J1290,70,1283,66.61,6141,817,9,32.5,OK,None,2.33,38,0.22,OP3,Running
2025-05-12,19:32:15,J1290,76,1284,65.67,3253,575,9,35.0,OK,None,3.99,60,1.66,OP2,Running
2025-05-12,19:32:39,J1291,80,1285,66.0,5578,1152,10,37.5,OK,None,1.17,59,2.27,OP3,Running
2025-05-12,19:33:28,J1291,104,1286,67.59,5158,406,8,40.0,OK,None,4.84,39,1.48,OP1,Running
2025-05-12,19:33:49,J1291,125,1287,87.1,7259,718,2,42.5,OK,None,3.08,63,2.24,OP3,Running
2025-05-12,19:34:29,J1291,82,1288,66.84,5956,727,7,45.0,OK,None,1.36,38,1.0,OP2,Running
2025-05-12,19:35:03,J1291,130,1289,86.85,5426,856,8,47.5,OK,None,4.57,60,0.88,OP1,Running
2025-05-12,19:35:53,J1292,103,1290,70.3,4196,611,9,50.0,OK,None,0.71,35,1.08,OP2,Running
2025-05-12,19:36:22,J1292,153,1291,71.38,5168,1096,4,52.5,OK,None,4.01,63,0.66,OP3,Running
2025-05-12,19:37:00,J1292,107,1292,82.44,3494,972,3,55.0,NG,Undercut,1.24,57,1.72,OP2,Running
2025-05-12,19:37:55,J1292,87,1293,84.32,4246,874,6,57.5,OK,None,4.8,35,2.22,OP1,Running
2025-05-12,19:38:12,J1292,58,1294,75.65,7420,660,10,60.0,OK,None,3.11,59,1.4,OP1,Running
2025-05-12,19:39:15,J1293,61,1295,91.87,4098,473,7,62.5,OK,None,0.98,59,0.54,OP1,Running
2025-05-12,19:39:49,J1293,134,1296,93.96,4602,631,7,65.0,OK,None,2.45,57,1.1,OP2,Running
2025-05-12,19:40:24,J1293,47,1297,91.11,6583,1123,8,67.5,OK,None,1.45,56,1.4,OP2,Running
2025-05-12,19:40:49,J1293,46,1298,86.44,6708,960,8,70.0,OK,None,2.94,37,0.8,OP3,Running
2025-05-12,19:41:26,J1293,159,1299,73.14,3804,1048,1,72.5,OK,None,4.24,41,1.57,OP3,Running
2025-05-12,19:42:11,J1294,102,1300,76.66,4668,624,1,75.0,OK,None,1.96,62,1.48,OP3,Running
2025-05-12,19:42:40,J1294,47,1301,85.32,6564,562,2,77.5,OK,None,1.99,52,2.33,OP3,Running
2025-05-12,19:43:27,J1294,48,1302,85.02,4536,864,4,80.0,OK,None,3.18,49,2.08,OP2,Running
2025-05-12,19:44:12,J1294,156,1303,74.71,5594,511,4,82.5,OK,None,1.89,53,1.98,OP1,Running
2025-05-12,19:44:42,J1294,67,1304,66.27,4592,1158,10,85.0,OK,None,1.92,36,1.87,OP2,Running
2025-05-12,19:45:22,J1295,78,1305,81.03,7058,923,1,87.5,OK,None,4.8,38,1.6,OP1,Running
2025-05-12,19:46:13,J1295,74,1306,73.45,4745,974,8,90.0,OK,None,0.78,38,0.34,OP3,Running
2025-05-12,19:46:33,J1295,105,1307,87.38,6923,406,2,92.5,OK,None,0.79,48,2.05,OP1,Running
2025-05-12,19:47:22,J1295,158,1308,86.26,3263,498,7,95.0,OK,None,4.83,46,1.29,OP3,Running
2025-05-12,19:47:47,J1295,51,1308,87.72,4143,431,8,97.5,None,None,4.04,44,0.74,OP2,Breakdown
2025-05-12,19:48:25,J1296,72,1308,85.57,4846,553,1,0.0,None,None,0.68,39,0.31,OP1,Idle
2025-05-12,19:49:18,J1296,118,1309,89.68,6082,699,7,2.5,OK,None,3.11,37,2.16,OP2,Running
2025-05-12,19:49:57,J1296,106,1310,85.13,5611,1199,9,5.0,OK,None,2.71,64,1.54,OP2,Running
2025-05-12,19:50:18,J1296,79,1311,83.38,3442,672,6,7.5,OK,None,3.15,41,2.25,OP2,Running
2025-05-12,19:51:07,J1296,95,1311,68.07,4071,321,3,10.0,None,None,3.09,62,1.21,OP1,Idle
2025-05-12,19:51:44,J1297,110,1312,68.18,5831,529,3,12.5,OK,None,2.88,36,1.64,OP3,Running
2025-05-12,19:52:27,J1297,45,1313,87.77,4050,1046,4,15.0,OK,None,1.35,46,1.25,OP2,Running
2025-05-12,19:52:57,J1297,109,1314,90.76,6982,789,2,17.5,OK,None,2.19,58,2.17,OP3,Running
2025-05-12,19:53:45,J1297,152,1315,87.51,4921,986,10,20.0,OK,None,4.6,55,0.26,OP2,Running
2025-05-12,19:54:01,J1297,93,1316,90.98,3350,389,10,22.5,OK,None,1.85,39,1.66,OP3,Running
2025-05-12,19:54:53,J1298,77,1317,81.08,5842,686,4,25.0,NG,Burr,4.42,40,1.29,OP3,Running
2025-05-12,19:55:42,J1298,125,1318,75.36,4605,449,4,27.5,OK,None,1.28,43,2.27,OP3,Running
2025-05-12,19:56:13,J1298,143,1319,66.09,6244,837,6,30.0,OK,None,3.86,63,1.16,OP1,Running
2025-05-12,19:56:32,J1298,123,1319,69.66,3570,403,2,32.5,None,None,1.22,35,1.68,OP1,Idle
2025-05-12,19:57:14,J1298,63,1320,81.05,5073,990,7,35.0,OK,None,4.26,46,0.33,OP2,Running
2025-05-12,19:58:10,J1299,139,1321,72.38,5932,373,5,37.5,NG,Burr,2.63,48,1.44,OP2,Running
2025-05-13,18:00:05,J1299,85,1322,90.23,6919,317,2,40.0,OK,None,3.38,49,2.07,OP3,Running
2025-05-13,18:00:53,J1299,104,1322,76.19,5457,517,10,42.5,None,None,2.57,56,2.38,OP3,Idle
2025-05-13,18:01:44,J1299,100,1323,82.83,5822,1124,8,45.0,OK,None,2.78,56,1.05,OP2,Running
2025-05-13,18:01:57,J1299,152,1324,87.15,5227,942,2,47.5,OK,None,1.37,53,1.92,OP3,Running
2025-05-13,18:02:40,J1300,141,1325,89.06,3938,1010,1,50.0,OK,None,3.84,58,1.26,OP1,Running
2025-05-13,18:03:36,J1300,84,1326,74.16,3194,795,6,52.5,OK,None,2.03,38,1.21,OP2,Running
2025-05-13,18:04:02,J1300,114,1326,82.66,4237,441,3,55.0,None,None,1.55,62,1.85,OP3,Breakdown
2025-05-13,18:04:51,J1300,103,1327,75.92,4200,1187,9,57.5,OK,None,2.89,46,0.6,OP3,Running
2025-05-13,18:05:27,J1300,111,1328,82.43,3664,403,7,60.0,OK,None,0.64,48,2.12,OP1,Running
2025-05-13,18:05:50,J1301,107,1329,91.01,3154,981,3,62.5,OK,None,4.98,52,1.69,OP2,Running
2025-05-13,18:06:48,J1301,155,1330,92.41,3183,1032,3,65.0,OK,None,1.09,50,1.49,OP1,Running
2025-05-13,18:07:22,J1301,115,1331,82.81,4243,650,4,67.5,OK,None,1.7,39,1.65,OP2,Running
2025-05-13,18:07:53,J1301,146,1332,94.86,4358,586,4,70.0,OK,None,4.97,40,1.42,OP1,Running
2025-05-13,18:08:38,J1301,145,1333,79.62,4645,578,9,72.5,OK,None,3.71,60,1.28,OP2,Running
2025-05-13,18:08:59,J1302,110,1333,85.43,6057,528,10,75.0,None,None,4.27,41,2.05,OP1,Idle
2025-05-13,18:09:35,J1302,96,1334,89.79,7021,685,3,77.5,OK,None,2.77,35,0.51,OP3,Running
2025-05-13,18:10:13,J1302,50,1335,73.62,6002,435,2,80.0,NG,Burr,0.96,35,1.54,OP1,Running
2025-05-13,18:10:57,J1302,61,1336,66.52,7198,561,4,82.5,OK,None,4.52,37,0.65,OP1,Running
2025-05-13,18:11:28,J1302,114,1337,86.16,3563,767,6,85.0,OK,None,1.67,41,0.92,OP1,Running
2025-05-13,18:12:28,J1303,108,1338,88.1,6745,526,7,87.5,NG,Misalignment,2.31,61,1.35,OP2,Running
2025-05-13,18:12:45,J1303,68,1339,70.25,6572,530,8,90.0,OK,None,2.14,52,2.32,OP1,Running
2025-05-13,18:13:44,J1303,90,1340,74.35,6004,562,9,92.5,NG,Burr,1.18,51,2.19,OP3,Running
2025-05-13,18:14:04,J1303,109,1341,72.07,6568,1029,8,95.0,OK,None,0.74,48,1.97,OP3,Running
2025-05-13,18:15:03,J1303,111,1342,93.89,6596,1052,10,97.5,OK,None,3.82,50,0.88,OP2,Running
2025-05-13,18:15:38,J1304,128,1343,93.07,4877,1001,4,0.0,OK,None,3.97,61,1.33,OP3,Running
2025-05-13,18:16:14,J1304,123,1343,85.65,5801,1146,4,2.5,None,None,0.63,45,2.09,OP1,Idle
2025-05-13,18:16:52,J1304,88,1344,91.32,3387,320,3,5.0,OK,None,3.21,53,1.41,OP3,Running
2025-05-13,18:17:12,J1304,84,1345,84.04,6383,409,1,7.5,OK,None,2.8,41,2.35,OP3,Running
2025-05-13,18:17:57,J1304,109,1346,65.64,3100,1189,8,10.0,OK,None,4.19,62,0.27,OP1,Running
2025-05-13,18:18:27,J1305,110,1347,80.43,4407,362,4,12.5,OK,None,3.82,46,0.38,OP1,Running
2025-05-13,18:19:01,J1305,144,1347,87.76,7358,965,9,15.0,None,None,2.66,38,1.33,OP3,Idle
2025-05-13,18:19:56,J1305,46,1348,77.0,6258,530,5,17.5,OK,None,0.81,43,1.14,OP3,Running
2025-05-13,18:20:26,J1305,99,1349,67.4,3431,1156,7,20.0,OK,None,3.72,55,2.35,OP1,Running
2025-05-13,18:21:02,J1305,117,1349,69.27,3853,660,9,22.5,None,None,2.01,52,2.32,OP3,Breakdown
2025-05-13,18:22:00,J1306,57,1349,92.13,3949,728,4,25.0,None,None,3.47,58,1.31,OP3,Breakdown
2025-05-13,18:22:35,J1306,156,1350,83.69,4813,920,9,27.5,OK,None,2.53,49,2.0,OP3,Running
2025-05-13,18:23:03,J1306,134,1351,71.38,3678,855,7,30.0,OK,None,3.33,53,0.78,OP1,Running
2025-05-13,18:23:40,J1306,149,1352,74.42,5798,357,5,32.5,OK,None,3.76,36,0.57,OP3,Running
2025-05-13,18:24:07,J1306,46,1353,67.51,4587,357,7,35.0,OK,None,2.9,45,0.84,OP2,Running
2025-05-13,18:24:43,J1307,137,1354,81.85,3513,780,5,37.5,OK,None,1.22,47,1.8,OP2,Running
2025-05-13,18:25:38,J1307,93,1355,80.35,6970,1042,10,40.0,OK,None,3.54,56,0.95,OP2,Running
2025-05-13,18:26:12,J1307,109,1356,90.15,5453,1113,8,42.5,OK,None,3.08,47,2.37,OP2,Running
2025-05-13,18:26:41,J1307,71,1357,76.83,3059,1080,10,45.0,OK,None,4.02,61,0.66,OP2,Running
2025-05-13,18:27:14,J1307,100,1358,66.98,3347,509,9,47.5,OK,None,4.61,35,0.61,OP3,Running
2025-05-13,18:28:21,J1308,135,1359,69.68,6764,344,1,50.0,OK,None,1.76,64,0.99,OP3,Running
2025-05-13,18:28:45,J1308,71,1360,75.05,4929,697,1,52.5,OK,None,4.05,51,1.67,OP2,Running
2025-05-13,18:29:33,J1308,46,1361,87.41,5122,898,7,55.0,OK,None,1.17,64,2.08,OP1,Running
2025-05-13,18:30:08,J1308,56,1362,78.18,4708,595,3,57.5,OK,None,2.4,49,2.11,OP3,Running
2025-05-13,18:30:50,J1308,104,1363,93.39,6146,709,7,60.0,OK,None,3.76,44,1.19,OP3,Running
2025-05-13,18:31:26,J1309,68,1364,68.35,3064,1052,1,62.5,OK,None,2.68,64,0.24,OP3,Running
2025-05-13,18:31:53,J1309,67,1365,78.21,3651,463,10,65.0,OK,None,2.04,39,1.84,OP2,Running
2025-05-13,18:32:45,J1309,102,1366,69.35,4741,525,4,67.5,OK,None,2.41,51,0.42,OP1,Running
2025-05-13,18:33:01,J1309,93,1366,93.37,4023,448,8,70.0,None,None,1.19,38,0.7,OP2,Breakdown
2025-05-13,18:33:50,J1309,88,1367,70.21,5545,604,1,72.5,OK,None,3.15,46,1.93,OP3,Running
2025-05-13,18:34:17,J1310,46,1367,74.85,6931,691,10,75.0,None,None,1.69,49,1.52,OP1,Idle
2025-05-13,18:34:51,J1310,131,1368,69.25,6748,552,9,77.5,OK,None,1.03,55,0.81,OP2,Running
2025-05-13,18:35:38,J1310,106,1369,65.03,3372,1067,8,80.0,OK,None,4.87,40,0.77,OP1,Running
2025-05-13,18:36:28,J1310,123,1370,72.07,5397,399,6,82.5,OK,None,4.7,54,2.21,OP2,Running
2025-05-13,18:37:14,J1310,152,1370,65.55,5577,546,2,85.0,None,None,2.6,47,2.19,OP1,Idle
2025-05-13,18:37:46,J1311,127,1371,67.9,7392,490,8,87.5,OK,None,0.84,42,2.26,OP2,Running
2025-05-13,18:38:23,J1311,137,1372,76.0,5918,712,8,90.0,OK,None,4.57,55,0.77,OP2,Running
2025-05-13,18:39:08,J1311,84,1372,85.47,3511,320,6,92.5,None,None,3.26,48,1.68,OP2,Breakdown
2025-05-13,18:39:16,J1311,65,1373,80.35,4468,780,6,95.0,OK,None,4.14,63,0.61,OP3,Running
2025-05-13,18:40:15,J1311,58,1374,67.1,3714,909,8,97.5,OK,None,4.39,35,1.08,OP1,Running
2025-05-13,18:40:43,J1312,49,1375,83.45,4246,830,3,0.0,OK,None,4.16,62,1.5,OP2,Running
2025-05-13,18:41:27,J1312,118,1376,89.95,4249,1075,6,2.5,OK,None,3.12,39,2.04,OP3,Running
2025-05-13,18:42:03,J1312,97,1377,94.39,4424,1173,6,5.0,OK,None,0.66,42,0.93,OP2,Running
2025-05-13,18:42:53,J1312,139,1378,90.6,5574,915,1,7.5,OK,None,1.51,64,2.42,OP2,Running
2025-05-13,18:43:23,J1312,140,1379,65.28,7302,408,7,10.0,OK,None,3.84,61,0.74,OP2,Running
2025-05-13,18:44:12,J1313,98,1380,80.25,3744,731,2,12.5,OK,None,1.48,45,1.42,OP3,Running
2025-05-13,18:44:24,J1313,157,1381,80.73,4620,348,5,15.0,OK,None,4.01,64,2.39,OP1,Running
2025-05-13,18:45:11,J1313,58,1382,79.57,7021,524,5,17.5,OK,None,1.73,61,2.39,OP2,Running
2025-05-13,18:45:56,J1313,92,1383,85.32,5687,1041,4,20.0,NG,Burr,1.34,64,1.38,OP1,Running
2025-05-13,18:46:39,J1313,70,1384,90.12,6232,1167,10,22.5,OK,None,1.02,44,2.24,OP3,Running
2025-05-13,18:46:56,J1314,64,1385,87.15,3611,826,8,25.0,OK,None,1.53,54,2.38,OP3,Running
2025-05-13,18:47:35,J1314,58,1386,92.6,5997,686,6,27.5,OK,None,2.33,55,1.67,OP3,Running
2025-05-13,18:48:19,J1314,158,1387,70.61,6219,618,2,30.0,OK,None,4.94,55,0.45,OP2,Running
2025-05-13,18:48:47,J1314,110,1388,86.97,4863,703,1,32.5,OK,None,2.68,50,1.56,OP2,Running
2025-05-13,18:49:26,J1314,79,1388,83.76,4998,371,9,35.0,None,None,4.75,55,1.36,OP2,Idle
2025-05-13,18:50:32,J1315,102,1389,84.06,4902,616,6,37.5,OK,None,0.7,42,1.76,OP2,Running
2025-05-13,18:50:49,J1315,88,1390,83.18,3739,981,2,40.0,OK,None,3.35,46,1.66,OP1,Running
2025-05-13,18:51:19,J1315,60,1391,93.58,6129,1151,8,42.5,OK,None,0.9,60,1.76,OP1,Running
2025-05-13,18:51:58,J1315,70,1392,70.78,6131,957,4,45.0,OK,None,3.42,58,1.75,OP1,Running
2025-05-13,18:52:40,J1315,77,1393,77.34,4626,1020,3,47.5,OK,None,4.98,63,1.15,OP1,Running
2025-05-13,18:53:12,J1316,69,1394,84.68,6163,939,3,50.0,OK,None,4.69,53,1.67,OP2,Running
2025-05-13,18:54:08,J1316,101,1395,87.64,5149,988,7,52.5,OK,None,3.09,57,1.46,OP1,Running
2025-05-13,18:54:43,J1316,89,1396,70.1,4695,617,2,55.0,OK,None,0.51,51,1.65,OP3,Running
2025-05-13,18:55:26,J1316,49,1397,91.12,4840,341,7,57.5,OK,None,1.3,59,1.08,OP1,Running
2025-05-13,18:56:01,J1316,45,1398,73.89,4237,1002,3,60.0,OK,None,3.9,62,1.41,OP2,Running
2025-05-13,18:56:48,J1317,87,1399,81.29,6276,330,5,62.5,OK,None,2.96,46,1.76,OP3,Running
2025-05-13,18:57:20,J1317,87,1400,66.46,3684,830,2,65.0,OK,None,4.91,55,2.22,OP2,Running
2025-05-13,18:57:47,J1317,112,1401,86.07,5044,1047,1,67.5,OK,None,3.13,49,0.48,OP3,Running
2025-05-13,18:58:33,J1317,57,1402,93.43,3026,663,8,70.0,OK,None,3.5,58,2.26,OP2,Running
2025-05-13,18:58:56,J1317,47,1403,67.57,5176,827,4,72.5,OK,None,4.13,43,0.99,OP2,Running
2025-05-13,18:59:40,J1318,110,1404,77.05,5817,1099,4,75.0,NG,Misalignment,3.13,40,1.15,OP1,Running
2025-05-13,19:00:28,J1318,134,1405,77.46,3397,364,6,77.5,OK,None,3.38,56,0.32,OP3,Running
2025-05-13,19:00:52,J1318,116,1406,72.11,3869,1161,8,80.0,OK,None,2.09,50,0.22,OP2,Running
2025-05-13,19:01:43,J1318,98,1407,65.26,4574,355,8,82.5,OK,None,4.1,48,0.75,OP3,Running
2025-05-13,19:02:33,J1318,109,1408,85.39,7094,533,10,85.0,OK,None,2.72,62,2.39,OP3,Running
2025-05-13,19:02:50,J1319,59,1409,87.42,3352,495,1,87.5,OK,None,4.35,56,0.38,OP1,Running
2025-05-13,19:03:35,J1319,151,1410,93.26,6644,439,4,90.0,OK,None,0.92,49,1.91,OP3,Running
2025-05-13,19:04:21,J1319,104,1411,68.1,6166,1191,2,92.5,OK,None,0.76,60,1.55,OP3,Running
2025-05-13,19:04:44,J1319,83,1411,66.14,6624,624,2,95.0,None,None,4.15,63,1.36,OP3,Breakdown
2025-05-13,19:05:23,J1319,145,1412,76.85,5883,900,10,97.5,OK,None,1.16,62,1.96,OP2,Running
2025-05-13,19:06:15,J1320,65,1413,67.14,6929,563,7,0.0,NG,Undercut,3.06,63,1.24,OP2,Running
2025-05-13,19:06:41,J1320,55,1414,65.41,4169,341,9,2.5,OK,None,3.03,42,0.73,OP2,Running
2025-05-13,19:07:37,J1320,99,1415,88.79,4006,326,3,5.0,OK,None,1.36,56,0.51,OP1,Running
2025-05-13,19:08:04,J1320,108,1416,93.96,4254,1068,9,7.5,OK,None,3.73,50,1.6,OP2,Running
2025-05-13,19:08:41,J1320,138,1417,80.73,5204,817,3,10.0,OK,None,0.84,41,1.5,OP3,Running
2025-05-13,19:09:14,J1321,117,1418,74.92,7124,1063,6,12.5,OK,None,1.91,49,0.27,OP3,Running
2025-05-13,19:09:45,J1321,58,1419,69.2,3097,975,4,15.0,OK,None,2.71,35,1.38,OP1,Running
2025-05-13,19:10:24,J1321,95,1419,67.18,3266,780,7,17.5,None,None,3.8,58,0.93,OP2,Breakdown
2025-05-13,19:10:57,J1321,115,1420,69.37,5222,566,8,20.0,OK,None,3.34,50,0.93,OP3,Running
2025-05-13,19:11:50,J1321,75,1421,85.32,6319,464,1,22.5,OK,None,3.5,39,1.34,OP1,Running
2025-05-13,19:12:15,J1322,57,1422,93.55,7134,1015,5,25.0,OK,None,4.8,50,0.54,OP1,Running
2025-05-13,19:12:52,J1322,46,1423,67.83,4060,387,8,27.5,OK,None,3.16,54,2.36,OP3,Running
2025-05-13,19:13:29,J1322,101,1424,80.67,5156,349,9,30.0,OK,None,0.52,51,0.98,OP1,Running
2025-05-13,19:14:33,J1322,64,1425,94.21,3297,732,6,32.5,OK,None,1.79,35,0.29,OP2,Running
2025-05-13,19:15:05,J1322,64,1426,67.19,3225,507,8,35.0,OK,None,1.25,54,0.38,OP3,Running
2025-05-13,19:15:27,J1323,132,1427,83.19,4720,575,7,37.5,OK,None,2.77,56,0.36,OP2,Running
2025-05-13,19:16:02,J1323,151,1428,70.65,6855,514,6,40.0,OK,None,3.07,46,0.63,OP1,Running
2025-05-13,19:16:42,J1323,90,1429,90.65,7004,929,9,42.5,OK,None,2.8,60,1.2,OP3,Running
2025-05-13,19:17:45,J1323,123,1430,71.03,5074,835,5,45.0,OK,None,1.19,51,1.91,OP3,Running
2025-05-13,19:18:08,J1323,94,1431,89.32,6369,1027,4,47.5,OK,None,1.1,43,0.37,OP2,Running
2025-05-13,19:18:54,J1324,50,1431,71.9,4097,744,1,50.0,None,None,3.05,57,1.5,OP2,Idle
2025-05-13,19:19:38,J1324,87,1432,82.39,6910,1179,1,52.5,OK,None,2.8,54,0.9,OP3,Running
2025-05-13,19:19:50,J1324,75,1433,70.88,6646,402,7,55.0,OK,None,2.29,52,2.01,OP2,Running
2025-05-13,19:20:45,J1324,97,1434,86.14,5389,947,5,57.5,OK,None,3.16,50,2.04,OP1,Running
2025-05-13,19:21:05,J1324,47,1435,78.71,5897,1006,10,60.0,OK,None,1.89,50,1.04,OP1,Running
2025-05-13,19:22:05,J1325,108,1436,79.34,3773,596,4,62.5,OK,None,1.66,45,0.93,OP1,Running
2025-05-13,19:22:31,J1325,86,1437,84.42,7348,582,10,65.0,OK,None,3.17,36,0.67,OP1,Running
2025-05-13,19:23:06,J1325,81,1438,87.07,3097,822,2,67.5,OK,None,3.82,57,0.88,OP2,Running
2025-05-13,19:23:59,J1325,62,1439,91.89,3804,964,5,70.0,OK,None,4.74,35,2.02,OP2,Running
2025-05-13,19:24:15,J1325,123,1440,66.64,5036,530,8,72.5,OK,None,1.73,50,0.89,OP2,Running
2025-05-13,19:24:53,J1326,118,1441,91.24,3954,671,2,75.0,OK,None,4.05,63,2.08,OP1,Running
2025-05-13,19:25:39,J1326,73,1442,86.29,6698,713,2,77.5,OK,None,0.62,51,0.47,OP1,Running
2025-05-13,19:26:36,J1326,84,1443,87.07,5542,429,1,80.0,OK,None,0.58,43,0.89,OP2,Running
2025-05-13,19:26:52,J1326,114,1444,71.8,3040,618,2,82.5,OK,None,4.26,63,0.93,OP2,Running
2025-05-13,19:27:38,J1326,111,1445,71.92,6344,406,4,85.0,OK,None,0.62,51,1.45,OP3,Running
2025-05-13,19:28:27,J1327,156,1446,81.32,4516,714,5,87.5,OK,None,2.82,40,2.09,OP1,Running
2025-05-13,19:29:00,J1327,53,1447,65.96,3024,1013,10,90.0,OK,None,1.91,39,1.32,OP1,Running
2025-05-13,19:29:48,J1327,90,1448,73.75,3140,482,5,92.5,OK,None,3.04,38,0.54,OP3,Running
2025-05-13,19:30:10,J1327,158,1449,72.59,4464,1113,5,95.0,OK,None,4.0,59,1.64,OP3,Running
2025-05-13,19:30:49,J1327,133,1450,80.49,5652,958,6,97.5,OK,None,4.42,42,1.24,OP1,Running
2025-05-13,19:31:39,J1328,93,1451,91.11,5706,607,6,0.0,OK,None,2.68,37,0.93,OP1,Running
2025-05-13,19:31:50,J1328,149,1452,72.65,7145,304,1,2.5,OK,None,1.57,57,1.59,OP3,Running
2025-05-13,19:32:38,J1328,115,1453,91.25,3775,306,6,5.0,OK,None,1.01,49,1.33,OP1,Running
2025-05-13,19:33:09,J1328,148,1454,66.16,6769,1088,2,7.5,OK,None,4.51,40,1.06,OP1,Running
2025-05-13,19:34:12,J1328,133,1455,83.04,3005,310,2,10.0,OK,None,1.85,61,2.22,OP2,Running
2025-05-13,19:34:31,J1329,122,1455,66.22,7296,459,1,12.5,None,None,4.64,64,1.03,OP1,Idle
2025-05-13,19:35:12,J1329,67,1456,93.98,3643,929,7,15.0,OK,None,4.91,57,2.35,OP1,Running
2025-05-13,19:36:05,J1329,116,1457,91.82,6702,854,3,17.5,OK,None,1.95,44,2.21,OP2,Running
2025-05-13,19:36:34,J1329,123,1458,90.73,6883,606,1,20.0,OK,None,4.52,36,2.06,OP1,Running
2025-05-13,19:37:14,J1329,128,1459,85.19,5412,1039,9,22.5,OK,None,4.38,41,1.34,OP2,Running
2025-05-13,19:37:56,J1330,106,1460,83.42,5436,848,10,25.0,NG,Undercut,2.14,59,0.4,OP3,Running
2025-05-13,19:38:33,J1330,94,1461,84.08,7216,1051,5,27.5,OK,None,0.78,35,2.11,OP3,Running
2025-05-13,19:38:56,J1330,66,1461,91.55,7341,708,3,30.0,None,None,0.6,37,2.05,OP1,Idle
2025-05-13,19:39:43,J1330,159,1461,87.39,4044,575,5,32.5,None,None,1.46,39,2.03,OP2,Breakdown
2025-05-13,19:40:32,J1330,109,1462,87.17,5409,470,1,35.0,OK,None,4.82,45,2.16,OP2,Running
2025-05-13,19:41:01,J1331,64,1463,88.27,4416,852,2,37.5,OK,None,4.21,35,0.36,OP3,Running
2025-05-13,19:41:47,J1331,153,1464,78.02,4602,991,4,40.0,OK,None,1.0,47,1.88,OP1,Running
2025-05-13,19:42:16,J1331,73,1465,74.37,7022,349,6,42.5,OK,None,2.92,58,2.37,OP3,Running
2025-05-13,19:42:38,J1331,118,1466,86.91,5877,1022,2,45.0,OK,None,1.8,46,1.38,OP1,Running
2025-05-13,19:43:25,J1331,113,1467,75.73,6309,351,7,47.5,OK,None,2.75,41,0.79,OP1,Running
2025-05-13,19:44:02,J1332,99,1468,73.12,4927,315,1,50.0,OK,None,4.74,43,1.53,OP3,Running
