Timestamp,Mode,Cycle Time (s),Job Count,Machine Utilization (%),Spindle Speed (RPM),Feed Rate (mm/min),Tool Wear (%),Vibration Level (mm/s),Spindle Temperature (°C),Power Consumption (kWh),Part Status,Machine Status,Confidence,Defect Types
2025-06-19 12:29:40,batch,91,2268,94.55,6778,1075,47.5,1.54,42,0.68,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:40,batch,80,588,79.75,3931,467,70.0,1.16,45,0.86,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,60,2269,91.27,6874,411,50.0,4.88,38,1.64,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:40,batch,71,589,72.71,6597,917,72.5,4.79,43,2.03,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,138,2270,91.52,4719,301,52.5,4.49,57,1.92,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,50,590,94.67,5116,1164,75.0,2.86,41,1.63,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,123,2271,87.37,3269,932,55.0,3.79,39,2.05,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,55,591,75.93,5992,319,77.5,1.32,43,2.29,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,48,2272,70.52,3752,1132,57.5,4.55,42,2.41,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,52,592,82.3,5875,380,80.0,3.29,43,0.6,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,118,2273,70.41,7318,390,60.0,4.62,64,0.21,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Overheating, Power Surge or Drop"
2025-06-19 12:29:40,batch,57,593,70.18,4611,1135,82.5,2.57,37,1.85,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,131,2274,93.69,5124,408,62.5,2.59,50,0.94,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,81,594,92.55,3404,1004,85.0,4.37,38,0.92,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,46,2274,83.67,4158,416,65.0,4.98,37,0.63,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,158,595,92.88,6450,301,87.5,3.32,42,1.54,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,51,2275,75.92,3568,786,67.5,1.47,60,0.26,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,108,596,90.11,4806,559,90.0,4.59,37,0.47,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,47,2276,76.56,3006,942,70.0,2.64,39,1.26,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,158,597,75.76,5167,446,92.5,2.99,54,2.03,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,116,2277,86.13,6030,625,72.5,4.48,50,0.44,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,61,598,83.41,5037,413,95.0,2.13,37,2.15,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,139,2278,69.11,7478,1133,75.0,4.88,39,1.29,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,90,599,90.88,4964,958,97.5,0.73,60,1.23,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,124,2279,88.48,4436,443,77.5,2.67,62,0.5,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Tool Wear/Breakage, Overheating, Power Surge or Drop"
2025-06-19 12:29:40,batch,103,600,94.5,5910,727,0.0,0.94,37,0.61,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,77,2279,76.57,4849,327,80.0,2.62,36,2.4,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,108,600,77.63,4413,820,2.5,2.89,38,0.41,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,102,2280,75.25,5923,879,82.5,1.81,54,0.89,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,82,601,70.45,6983,581,5.0,4.68,36,1.97,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:40,batch,101,2281,69.4,3950,381,85.0,4.98,41,0.44,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,59,602,77.63,5888,465,7.5,2.74,39,0.76,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,51,2282,65.5,4165,1120,87.5,4.04,45,0.91,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,114,603,75.64,5762,443,10.0,0.52,41,0.4,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,63,2282,88.9,5375,559,90.0,0.89,59,0.8,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,54,604,91.28,3240,1182,12.5,1.52,43,0.56,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
er Surge or Drop"
2025-06-19 12:29:40,batch,97,2284,90.67,5282,778,95.0,3.45,59,1.95,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,82,605,82.0,4039,941,15.0,4.85,55,1.62,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,66,2285,86.48,7280,655,97.5,4.58,44,0.79,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:40,batch,74,606,69.87,5628,709,17.5,4.72,37,2.48,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,72,2286,70.11,3892,548,0.0,2.65,48,0.6,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,101,607,71.12,7134,1191,20.0,1.45,59,1.2,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:40,batch,140,2287,82.22,4543,593,2.5,0.56,50,1.63,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,145,608,69.54,6347,990,22.5,4.26,42,1.18,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:40,batch,75,2288,81.76,6104,547,5.0,1.03,44,1.25,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:40,batch,139,609,94.14,5977,676,25.0,2.18,44,2.04,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,79,2288,73.15,4271,1014,7.5,2.08,52,0.54,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,83,610,78.94,4738,464,27.5,4.04,54,0.9,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,116,2289,66.08,5817,1052,10.0,4.38,64,1.45,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:40,batch,125,611,72.47,4431,1180,30.0,0.75,38,2.28,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,59,2290,84.82,3144,886,12.5,1.45,57,1.94,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,143,612,86.41,6595,1126,32.5,0.61,54,0.25,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:40,batch,130,2291,87.38,7214,1093,15.0,2.98,55,0.32,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:40,batch,101,613,82.35,4670,1104,35.0,3.04,61,1.6,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:40,batch,81,2292,91.22,7131,324,17.5,3.83,41,0.89,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:40,batch,100,614,90.91,5096,379,37.5,2.49,46,0.54,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,46,2293,90.83,7250,474,20.0,4.2,63,1.49,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Overheating, Power Surge or Drop"
2025-06-19 12:29:40,batch,151,614,70.08,7164,324,40.0,2.65,36,0.29,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:40,batch,141,2294,85.92,7007,968,22.5,1.92,41,2.04,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:40,batch,102,615,77.25,5690,1164,42.5,2.27,51,1.23,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,158,2294,70.5,6781,487,25.0,1.02,44,1.04,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:40,batch,56,616,71.51,6159,1101,45.0,2.29,50,1.09,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:40,batch,110,2295,65.59,3509,470,27.5,2.02,58,2.29,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:40,batch,82,617,93.08,3988,804,47.5,4.63,63,0.61,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:41,batch,118,2296,82.89,4541,1037,30.0,3.33,45,2.09,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,79,617,90.35,3785,1090,50.0,0.95,60,1.19,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,132,2297,65.19,5986,834,32.5,1.24,39,2.24,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,99,618,82.34,6239,1131,52.5,3.87,52,2.09,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:41,batch,119,2298,94.84,3550,509,35.0,1.39,48,0.3,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,136,619,66.7,7322,602,55.0,3.91,53,1.96,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:41,batch,146,2299,70.76,4687,1155,37.5,1.39,47,2.07,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,92,620,70.66,3264,1077,57.5,4.42,58,0.66,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,124,2300,79.36,6219,442,40.0,3.47,57,1.65,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:41,batch,61,621,94.82,6566,835,60.0,3.91,51,0.9,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:41,batch,106,2301,76.89,5208,1084,42.5,2.31,57,1.54,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,143,622,86.1,4836,1150,62.5,1.67,52,2.25,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,56,2302,66.61,4797,447,45.0,1.12,52,2.37,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,69,622,68.75,4372,760,65.0,0.77,45,1.02,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,103,2303,66.95,3931,919,47.5,0.53,46,0.69,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,79,623,73.16,3394,696,67.5,0.73,43,1.83,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,155,2304,68.51,4598,961,50.0,3.65,57,2.16,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,126,624,69.28,4973,1193,70.0,1.14,53,0.54,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,60,2305,67.25,4414,771,52.5,3.74,60,1.31,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,136,625,86.89,5291,930,72.5,0.51,55,0.33,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,140,2306,85.32,5632,955,55.0,1.59,35,1.11,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,142,626,85.66,3524,709,75.0,4.7,39,0.2,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,117,2307,81.88,6092,400,57.5,4.03,39,2.2,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:41,batch,92,626,69.43,6661,1000,77.5,0.78,38,2.32,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,141,2308,80.87,3857,950,60.0,1.89,49,1.13,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,87,627,81.65,3765,471,80.0,4.7,40,1.3,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,147,2309,83.71,6251,604,62.5,3.23,60,0.7,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,91,628,69.72,4256,619,82.5,3.03,52,0.71,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,75,2310,88.77,6644,600,65.0,1.27,51,2.18,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,155,629,91.31,6248,584,85.0,4.25,45,2.19,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,53,2311,67.48,7083,533,67.5,4.03,38,2.07,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,140,629,69.33,4059,548,87.5,0.65,60,1.25,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,46,2312,70.77,4354,1193,70.0,1.17,54,1.72,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,154,630,92.47,6706,566,90.0,4.25,62,1.23,❌ NG,🔴 Breakdown,50,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Overheating, Power Surge or Drop"
2025-06-19 12:29:41,batch,56,2313,67.6,6554,306,72.5,0.75,37,2.08,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,80,630,65.58,4089,1131,92.5,1.07,59,2.11,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,45,2313,85.95,4449,402,75.0,4.23,39,1.72,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,156,631,72.3,3893,449,95.0,3.84,50,1.38,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,122,2314,94.18,6037,763,77.5,3.27,49,0.75,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,45,632,87.28,5276,919,97.5,4.51,40,0.57,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,56,2315,69.28,7417,869,80.0,3.81,39,1.56,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,100,633,79.45,3351,1120,0.0,2.15,54,2.13,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,152,2316,73.58,7339,681,82.5,1.11,57,1.52,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,99,634,82.47,3290,305,2.5,2.71,49,1.73,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,152,2317,69.34,7425,801,85.0,1.87,63,2.35,❌ NG,🔴 Breakdown,50,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Overheating, Power Surge or Drop"
2025-06-19 12:29:41,batch,114,634,73.67,5083,633,5.0,1.13,42,2.32,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,92,2318,81.1,3790,395,87.5,3.11,38,1.47,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,115,635,78.55,6440,712,7.5,2.99,40,1.15,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:41,batch,136,2319,72.91,3532,304,90.0,2.84,37,0.59,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,57,636,70.39,7366,763,10.0,4.87,63,1.85,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Overheating, Power Surge or Drop"
2025-06-19 12:29:41,batch,93,2320,85.61,4612,834,92.5,2.1,53,0.78,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,117,637,92.83,3808,941,12.5,1.23,40,2.36,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,100,2321,79.15,4461,846,95.0,4.19,39,0.29,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,151,638,87.09,6952,1080,15.0,4.39,37,0.93,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:41,batch,127,2322,75.55,6678,709,97.5,4.01,52,2.18,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Tool Wear/Breakage, Power Surge or Drop"
2025-06-19 12:29:41,batch,75,639,82.04,5641,447,17.5,3.3,41,1.4,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,136,2323,86.8,6603,782,0.0,3.08,37,0.53,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:41,batch,155,639,77.51,3284,339,20.0,4.96,52,0.46,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,67,2323,92.99,5352,754,2.5,0.56,48,0.47,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,55,640,83.95,4958,630,22.5,3.44,35,2.48,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,58,2324,70.14,5098,396,5.0,3.42,45,0.73,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,108,641,78.74,3400,719,25.0,3.54,45,0.22,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,103,2325,69.9,4691,1080,7.5,1.84,54,1.09,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,116,642,78.12,5848,506,27.5,2.75,45,2.44,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,94,2325,88.48,6328,865,10.0,2.36,63,0.62,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Overheating, Power Surge or Drop"
2025-06-19 12:29:41,batch,118,643,74.67,5521,384,30.0,2.88,58,0.21,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,127,2325,65.44,5685,711,12.5,1.45,55,0.27,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,144,643,71.92,4306,741,32.5,4.93,56,1.67,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,95,2326,68.54,6831,436,15.0,2.19,59,0.51,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:41,batch,127,643,72.73,5632,621,35.0,3.28,49,2.5,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,119,2327,89.04,5218,964,17.5,0.58,57,1.19,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,148,643,84.16,7283,1068,37.5,2.87,40,2.46,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:41,batch,88,2328,73.88,6910,987,20.0,4.65,59,1.94,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:41,batch,158,643,85.87,3171,934,40.0,1.93,43,0.61,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,131,2329,71.81,3397,618,22.5,1.86,43,0.51,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,81,644,86.07,5520,903,42.5,3.44,44,1.0,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,129,2330,94.71,7237,590,25.0,0.61,40,0.79,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:41,batch,126,645,76.09,6685,835,45.0,3.12,62,2.11,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Overheating, Power Surge or Drop"
2025-06-19 12:29:41,batch,118,2331,90.11,7475,324,27.5,4.32,56,0.66,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:41,batch,117,646,73.62,4242,737,47.5,2.75,50,2.16,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,121,2332,68.45,3652,778,30.0,3.99,64,0.48,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Overheating, Power Surge or Drop"
2025-06-19 12:29:41,batch,143,647,68.67,3806,523,50.0,3.05,51,2.06,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,145,2333,69.53,4485,538,32.5,2.13,42,1.86,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,128,648,85.03,5119,742,52.5,4.47,59,1.46,❌ NG,🔴 Breakdown,80,"Inconsistent Operation, Power Surge or Drop"
2025-06-19 12:29:41,batch,124,649,73.73,6524,329,55.0,4.08,63,1.49,❌ NG,🔴 Breakdown,60,"Inconsistent Operation, Spindle Overload, Overheating, Power Surge or Drop"
2025-06-19 12:29:41,batch,143,2333,82.08,6211,469,35.0,1.09,57,2.35,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
2025-06-19 12:29:41,batch,78,2334,75.54,7293,830,37.5,2.24,35,2.21,❌ NG,🔴 Breakdown,70,"Inconsistent Operation, Spindle Overload, Power Surge or Drop"
